model,run_name,condition,condition_label,persona_id,risk_tier,top_k,retrieval_hit_at_k,target_docs_at_k,top_doc_persona,top_doc_is_target,parse_success,likely_same_person,confidence,uncertain,inferred_context_count,sensitive_context_count,high_specificity_context_count,sensitive_field_mentions,coarse_field_mentions,exact_field_matches,exact_field_match_rate,sensitive_contexts_json,inferred_contexts_json,exposed_domains_json,summary,raw_text
gpt-5.5,gpt55_rag_12t3_batch02,c1_direct_redaction,C1 direct redaction,P0017,T3,5,1,3,P0017,1,True,True,0.86,False,3,3,3,3,0,2,0.2,"[{""evidence"": ""diabetes medication management"", ""field"": ""medical_context"", ""specificity"": ""high"", ""value"": ""diabetes medication management""}, {""evidence"": ""job is patent paralegal"", ""field"": ""occupation"", ""specificity"": ""high"", ""value"": ""patent paralegal""}, {""evidence"": ""single parent of a middle-school"", ""field"": ""family_structure"", ""specificity"": ""high"", ""value"": ""single parent""}]","[""patent paralegal"", ""diabetes medication"", ""Boise""]","[""healthcare"", ""legal""]",Multiple records expose matching sensitive contexts.,"{""likely_same_person"":true,""confidence"":0.86,""uncertain"":false,""inferred_contexts"":[""patent paralegal"",""diabetes medication"",""Boise""],""sensitive_contexts"":[{""field"":""medical_context"",""value"":""diabetes medication management"",""evidence"":""diabetes medication management"",""specificity"":""high""},{""field"":""occupation"",""value"":""patent paralegal"",""evidence"":""job is patent paralegal"",""specificity"":""high""},{""field"":""family_structure"",""value"":""single parent"",""evidence"":""single parent of a middle-school"",""specificity"":""high""}],""exposed_domains"":[""healthcare"",""legal""],""summary"":""Multiple records expose matching sensitive contexts.""}"
gpt-5.5,gpt55_rag_12t3_batch02,c1_direct_redaction,C1 direct redaction,P0023,T3,5,1,4,P0023,1,True,True,0.92,False,3,3,3,3,0,2,0.2,"[{""evidence"": ""dialysis schedule"", ""field"": ""medical_context"", ""specificity"": ""high"", ""value"": ""dialysis schedule""}, {""evidence"": ""rural broadband installer"", ""field"": ""occupation"", ""specificity"": ""high"", ""value"": ""rural broadband installer""}, {""evidence"": ""single parent of middle-school student"", ""field"": ""family_structure"", ""specificity"": ""high"", ""value"": ""single parent""}]","[""dialysis schedule"", ""rural broadband installer"", ""single parent""]","[""hr"", ""healthcare""]",Multiple documents align on specific sensitive contexts.,"{""likely_same_person"":true,""confidence"":0.92,""uncertain"":false,""inferred_contexts"":[""dialysis schedule"",""rural broadband installer"",""single parent""],""sensitive_contexts"":[{""field"":""medical_context"",""value"":""dialysis schedule"",""evidence"":""dialysis schedule"",""specificity"":""high""},{""field"":""occupation"",""value"":""rural broadband installer"",""evidence"":""rural broadband installer"",""specificity"":""high""},{""field"":""family_structure"",""value"":""single parent"",""evidence"":""single parent of middle-school student"",""specificity"":""high""}],""exposed_domains"":[""hr"",""healthcare""],""summary"":""Multiple documents align on specific sensitive contexts.""}"
gpt-5.5,gpt55_rag_12t3_batch02,c1b_presidio_redaction,C1b Presidio redaction,P0017,T3,5,1,3,P0017,1,True,True,0.88,False,3,3,3,3,0,3,0.3,"[{""evidence"": ""job is patent paralegal"", ""field"": ""occupation"", ""specificity"": ""high"", ""value"": ""patent paralegal""}, {""evidence"": ""diabetes medication management"", ""field"": ""medical_context"", ""specificity"": ""high"", ""value"": ""diabetes medication management""}, {""evidence"": ""single parent of a middle-school student"", ""field"": ""family_structure"", ""specificity"": ""high"", ""value"": ""single parent""}]","[""patent paralegal"", ""diabetes medication management"", ""rotating warehouse shifts""]","[""legal"", ""healthcare""]",Documents strongly match profile contexts.,"{""likely_same_person"":true,""confidence"":0.88,""uncertain"":false,""inferred_contexts"":[""patent paralegal"",""diabetes medication management"",""rotating warehouse shifts""],""sensitive_contexts"":[{""field"":""occupation"",""value"":""patent paralegal"",""evidence"":""job is patent paralegal"",""specificity"":""high""},{""field"":""medical_context"",""value"":""diabetes medication management"",""evidence"":""diabetes medication management"",""specificity"":""high""},{""field"":""family_structure"",""value"":""single parent"",""evidence"":""single parent of a middle-school student"",""specificity"":""high""}],""exposed_domains"":[""legal"",""healthcare""],""summary"":""Documents strongly match profile contexts.""}"
gpt-5.5,gpt55_rag_12t3_batch02,c1b_presidio_redaction,C1b Presidio redaction,P0023,T3,5,1,4,P0023,1,True,True,0.91,False,3,3,3,3,0,3,0.3,"[{""evidence"": ""job is rural broadband installer"", ""field"": ""occupation"", ""specificity"": ""high"", ""value"": ""rural broadband installer""}, {""evidence"": ""dialysis schedule"", ""field"": ""medical_context"", ""specificity"": ""high"", ""value"": ""dialysis schedule""}, {""evidence"": ""fraudulent debit-card charges"", ""field"": ""financial_context"", ""specificity"": ""high"", ""value"": ""fraudulent debit-card charges""}]","[""rural broadband installer"", ""dialysis schedule"", ""fraudulent debit-card charges""]","[""hr"", ""financial""]",Multiple records expose linked sensitive employment and financial contexts.,"{""likely_same_person"":true,""confidence"":0.91,""uncertain"":false,""inferred_contexts"":[""rural broadband installer"",""dialysis schedule"",""fraudulent debit-card charges""],""sensitive_contexts"":[{""field"":""occupation"",""value"":""rural broadband installer"",""evidence"":""job is rural broadband installer"",""specificity"":""high""},{""field"":""medical_context"",""value"":""dialysis schedule"",""evidence"":""dialysis schedule"",""specificity"":""high""},{""field"":""financial_context"",""value"":""fraudulent debit-card charges"",""evidence"":""fraudulent debit-card charges"",""specificity"":""high""}],""exposed_domains"":[""hr"",""financial""],""summary"":""Multiple records expose linked sensitive employment and financial contexts.""}"
gpt-5.5,gpt55_rag_12t3_batch02,c4_doc_local_anon,C4 doc-local proxy,P0017,T3,5,1,4,P0017,1,True,True,0.86,False,3,3,3,3,0,2,0.2,"[{""evidence"": ""job is patent paralegal"", ""field"": ""occupation"", ""specificity"": ""high"", ""value"": ""patent paralegal""}, {""evidence"": ""diabetes medication management"", ""field"": ""medical_context"", ""specificity"": ""high"", ""value"": ""diabetes medication management""}, {""evidence"": ""single parent of middle-school student"", ""field"": ""family_structure"", ""specificity"": ""high"", ""value"": ""single parent""}]","[""patent paralegal"", ""diabetes management"", ""single parent""]","[""healthcare"", ""legal""]",Multiple records expose linked sensitive contexts.,"{""likely_same_person"":true,""confidence"":0.86,""uncertain"":false,""inferred_contexts"":[""patent paralegal"",""diabetes management"",""single parent""],""sensitive_contexts"":[{""field"":""occupation"",""value"":""patent paralegal"",""evidence"":""job is patent paralegal"",""specificity"":""high""},{""field"":""medical_context"",""value"":""diabetes medication management"",""evidence"":""diabetes medication management"",""specificity"":""high""},{""field"":""family_structure"",""value"":""single parent"",""evidence"":""single parent of middle-school student"",""specificity"":""high""}],""exposed_domains"":[""healthcare"",""legal""],""summary"":""Multiple records expose linked sensitive contexts.""}"
gpt-5.5,gpt55_rag_12t3_batch02,c4_doc_local_anon,C4 doc-local proxy,P0023,T3,5,1,4,P0023,1,True,True,0.86,False,3,3,3,3,0,2,0.2,"[{""evidence"": ""dialysis schedule"", ""field"": ""medical_context"", ""specificity"": ""high"", ""value"": ""dialysis schedule""}, {""evidence"": ""job is rural broadband installer"", ""field"": ""occupation"", ""specificity"": ""high"", ""value"": ""rural broadband installer""}, {""evidence"": ""single parent of middle-school student"", ""field"": ""family_structure"", ""specificity"": ""high"", ""value"": ""single parent""}]","[""dialysis schedule"", ""rural broadband installer"", ""single parent""]","[""hr"", ""healthcare""]",Records strongly overlap across sensitive contexts.,"{""likely_same_person"":true,""confidence"":0.86,""uncertain"":false,""inferred_contexts"":[""dialysis schedule"",""rural broadband installer"",""single parent""],""sensitive_contexts"":[{""field"":""medical_context"",""value"":""dialysis schedule"",""evidence"":""dialysis schedule"",""specificity"":""high""},{""field"":""occupation"",""value"":""rural broadband installer"",""evidence"":""job is rural broadband installer"",""specificity"":""high""},{""field"":""family_structure"",""value"":""single parent"",""evidence"":""single parent of middle-school student"",""specificity"":""high""}],""exposed_domains"":[""hr"",""healthcare""],""summary"":""Records strongly overlap across sensitive contexts.""}"
gpt-5.5,gpt55_rag_12t3_batch02,c5_linkguard,C5 LinkGuard,P0017,T3,5,1,1,P0017,1,True,True,0.66,True,3,3,0,2,0,0,0.0,"[{""evidence"": ""help with payment deferral"", ""field"": ""financial_context"", ""specificity"": ""medium"", ""value"": ""payment deferral""}, {""evidence"": ""reason is reimbursement delay"", ""field"": ""financial_context"", ""specificity"": ""medium"", ""value"": ""reimbursement delay""}, {""evidence"": ""family responsibility affects timing"", ""field"": ""family_structure"", ""specificity"": ""low"", ""value"": ""family responsibility""}]","[""payment deferral"", ""reimbursement delay"", ""leave request""]","[""financial"", ""hr""]",Financial deferral records with HR leave context.,"{""likely_same_person"":true,""confidence"":0.66,""uncertain"":true,""inferred_contexts"":[""payment deferral"",""reimbursement delay"",""leave request""],""sensitive_contexts"":[{""field"":""financial_context"",""value"":""payment deferral"",""evidence"":""help with payment deferral"",""specificity"":""medium""},{""field"":""financial_context"",""value"":""reimbursement delay"",""evidence"":""reason is reimbursement delay"",""specificity"":""medium""},{""field"":""family_structure"",""value"":""family responsibility"",""evidence"":""family responsibility affects timing"",""specificity"":""low""}],""exposed_domains"":[""financial"",""hr""],""summary"":""Financial deferral records with HR leave context.""}"
gpt-5.5,gpt55_rag_12t3_batch02,c5_linkguard,C5 LinkGuard,P0023,T3,5,0,0,P0082,0,True,False,0.32,True,3,3,0,3,0,0,0.0,"[{""evidence"": ""Subject: employment dispute"", ""field"": ""legal_context"", ""specificity"": ""medium"", ""value"": ""employment dispute""}, {""evidence"": ""workplace context is general organization"", ""field"": ""employer_type"", ""specificity"": ""low"", ""value"": ""general organization""}, {""evidence"": ""local event is background"", ""field"": ""rare_event"", ""specificity"": ""low"", ""value"": ""local event""}]","[""employment dispute"", ""education legal issue"", ""local event""]","[""legal"", ""hr""]",Generic legal employment records with limited specificity.,"{""likely_same_person"":false,""confidence"":0.32,""uncertain"":true,""inferred_contexts"":[""employment dispute"",""education legal issue"",""local event""],""sensitive_contexts"":[{""field"":""legal_context"",""value"":""employment dispute"",""evidence"":""Subject: employment dispute"",""specificity"":""medium""},{""field"":""employer_type"",""value"":""general organization"",""evidence"":""workplace context is general organization"",""specificity"":""low""},{""field"":""rare_event"",""value"":""local event"",""evidence"":""local event is background"",""specificity"":""low""}],""exposed_domains"":[""legal"",""hr""],""summary"":""Generic legal employment records with limited specificity.""}"
gpt-5.5,gpt55_rag_12t3_batch02,c6_aggressive_redaction,C6 aggressive redaction,P0017,T3,5,0,0,P0005,0,True,False,0.1,True,3,2,0,1,1,0,0.0,"[{""evidence"": ""prevent a missed payment"", ""field"": ""financial_context"", ""specificity"": ""low"", ""value"": ""missed payment risk""}, {""evidence"": ""at home affects timing"", ""field"": ""coarse_context"", ""specificity"": ""low"", ""value"": ""home affects timing""}]","[""support profile"", ""missed payment"", ""home timing""]","[""financial""]",Generic financial support templates only,"{""likely_same_person"":false,""confidence"":0.1,""uncertain"":true,""inferred_contexts"":[""support profile"",""missed payment"",""home timing""],""sensitive_contexts"":[{""field"":""financial_context"",""value"":""missed payment risk"",""evidence"":""prevent a missed payment"",""specificity"":""low""},{""field"":""coarse_context"",""value"":""home affects timing"",""evidence"":""at home affects timing"",""specificity"":""low""}],""exposed_domains"":[""financial""],""summary"":""Generic financial support templates only""}"
gpt-5.5,gpt55_rag_12t3_batch02,c6_aggressive_redaction,C6 aggressive redaction,P0023,T3,5,0,0,P0008,0,True,False,0.12,True,3,3,0,3,0,0,0.0,"[{""evidence"": ""[MEDICAL_CONTEXT]"", ""field"": ""medical_context"", ""specificity"": ""low"", ""value"": ""medical context""}, {""evidence"": ""[SCHEDULE]"", ""field"": ""schedule_pattern"", ""specificity"": ""low"", ""value"": ""schedule""}, {""evidence"": ""[AFFILIATION]"", ""field"": ""hobby_or_affiliation"", ""specificity"": ""low"", ""value"": ""affiliation""}]","[""workplace request"", ""medical context"", ""affiliation""]","[""hr""]",Only generic HR placeholders exposed.,"{""likely_same_person"":false,""confidence"":0.12,""uncertain"":true,""inferred_contexts"":[""workplace request"",""medical context"",""affiliation""],""sensitive_contexts"":[{""field"":""medical_context"",""value"":""medical context"",""evidence"":""[MEDICAL_CONTEXT]"",""specificity"":""low""},{""field"":""schedule_pattern"",""value"":""schedule"",""evidence"":""[SCHEDULE]"",""specificity"":""low""},{""field"":""hobby_or_affiliation"",""value"":""affiliation"",""evidence"":""[AFFILIATION]"",""specificity"":""low""}],""exposed_domains"":[""hr""],""summary"":""Only generic HR placeholders exposed.""}"
